Actual Closing Price,Forecast Closing Price
1.0,0.6096765398979187
0.9032257795333862,0.9841963052749634
0.9032257795333862,0.8931465148925781
0.8960573673248291,0.8931465148925781
0.9139785170555115,0.8863478899002075
0.9247311949729919,0.9033312797546387
0.8458781242370605,0.913499653339386
0.8351254463195801,0.8385649919509888
0.7992831468582153,0.8282840251922607
0.7921146750450134,0.7939150333404541
0.7885304689407349,0.787023663520813
0.7419354915618896,0.7835758924484253
0.7240143418312073,0.7386319041252136
0.7275985479354858,0.7212889194488525
0.6702508926391602,0.7247599363327026
0.6559139490127563,0.6690921187400818
0.6523297429084778,0.6551344990730286
0.6451612710952759,0.6516428589820862
0.6953405141830444,0.644656777381897
0.7275985479354858,0.693480372428894
0.7132616639137268,0.7247599363327026
0.6630824208259583,0.7108690738677979
0.6953405141830444,0.662115216255188
0.7240143418312073,0.693480372428894
0.781361997127533,0.7212889194488525
0.8028674125671387,0.7766760587692261
0.759856641292572,0.7973586916923523
0.7168458700180054,0.7559441328048706
0.7526881694793701,0.7143434882164001
0.7885304689407349,0.7490230798721313
0.7849462628364563,0.7835758924484253
0.7956989407539368,0.780126690864563
0.8458781242370605,0.7904701232910156
0.7777777910232544,0.8385649919509888
0.7956989407539368,0.7732241153717041
0.781361997127533,0.7904701232910156
0.7526881694793701,0.7766760587692261
0.7383512258529663,0.7490230798721313
0.7204301357269287,0.7351656556129456
0.698924720287323,0.7178168296813965
0.6953405141830444,0.6969602704048157
0.7275985479354858,0.693480372428894
0.7275985479354858,0.7247599363327026
0.6451612710952759,0.7247599363327026
0.5591397881507874,0.644656777381897
0.5663082599639893,0.5605848431587219
0.5519713163375854,0.5676052570343018
0.5591397881507874,0.5535622835159302
0.49462366104125977,0.5605848431587219
0.49462366104125977,0.49731847643852234
0.4516128897666931,0.49731847643852234
0.4372759759426117,0.4550851285457611
0.4659498333930969,0.44100263714790344
0.4301075339317322,0.46916598081588745
0.41577062010765076,0.43396100401878357
0.37634408473968506,0.4198773503303528
0.34408602118492126,0.3811523914337158
0.35483869910240173,0.3494836091995239
0.3906809985637665,0.3600376546382904
0.4193548262119293,0.3952326476573944
0.4265232980251312,0.4233982264995575
0.3978494703769684,0.4304400384426117
0.4193548262119293,0.4022735357284546
0.43369176983833313,0.4233982264995575
0.39426523447036743,0.4374818503856659
0.38351255655288696,0.3987530469894409
0.3870967626571655,0.38819220662117004
0.4050179123878479,0.39171233773231506
0.37634408473968506,0.409314900636673
0.3333333432674408,0.3811523914337158
0.32974910736083984,0.3389323055744171
0.3261648714542389,0.33541586995124817
0.31182795763015747,0.33189982175827026
0.4301075339317322,0.3178393542766571
0.43369176983833313,0.43396100401878357
0.5017921328544617,0.4374818503856659
0.4838709533214569,0.5043540596961975
0.44802868366241455,0.48676297068595886
0.4695340394973755,0.4515646994113922
0.5555555820465088,0.47268569469451904
0.49462366104125977,0.5570738315582275
0.5017921328544617,0.49731847643852234
0.5017921328544617,0.5043540596961975
0.4838709533214569,0.5043540596961975
0.47311827540397644,0.48676297068595886
0.4695340394973755,0.47620537877082825
0.4910394251346588,0.47268569469451904
0.44802868366241455,0.49380025267601013
0.48745518922805786,0.4515646994113922
0.5555555820465088,0.49028173089027405
0.519713282585144,0.5570738315582275
0.5483871102333069,0.5219374299049377
0.5268816947937012,0.5500502586364746
0.5017921328544617,0.528968095779419
0.5878136157989502,0.5043540596961975
0.698924720287323,0.588652491569519
0.6523297429084778,0.6969602704048157
0.6451612710952759,0.6516428589820862
0.6523297429084778,0.644656777381897
0.6559139490127563,0.6516428589820862
0.684587836265564,0.6551344990730286
0.6272401213645935,0.6830343008041382
0.5913978219032288,0.6271766424179077
0.5734767317771912,0.5921581983566284
0.5519713163375854,0.5746234059333801
0.519713282585144,0.5535622835159302
0.5555555820465088,0.5219374299049377
0.5483871102333069,0.5570738315582275
0.5017921328544617,0.5500502586364746
0.5591397881507874,0.5043540596961975
0.5483871102333069,0.5605848431587219
0.5089605450630188,0.5500502586364746
0.5340501666069031,0.5113884210586548
0.4910394251346588,0.5359972715377808
0.5268816947937012,0.49380025267601013
0.541218638420105,0.528968095779419
0.5663082599639893,0.5430247187614441
0.5268816947937012,0.5676052570343018
0.6057347655296326,0.528968095779419
0.6236559152603149,0.6061742305755615
0.6200717091560364,0.6236781477928162
0.6774193644523621,0.6201789379119873
0.6451612710952759,0.67606520652771
0.5985662937164307,0.644656777381897
0.6594982147216797,0.5991675853729248
0.7168458700180054,0.6586253046989441
0.6236559152603149,0.7143434882164001
0.5949820876121521,0.6236781477928162
0.6200717091560364,0.5956632494926453
0.6344085931777954,0.6201789379119873
0.6308243870735168,0.6341711282730103
0.5698924660682678,0.6306743621826172
0.6308243870735168,0.5711145997047424
0.616487443447113,0.6306743621826172
0.5627239942550659,0.6166788339614868
0.5017921328544617,0.5640952587127686
0.5232974886894226,0.5043540596961975
0.4838709533214569,0.5254529714584351
0.4982078969478607,0.48676297068595886
0.4982078969478607,0.5008363723754883
0.5017921328544617,0.5008363723754883
0.4910394251346588,0.5043540596961975
0.4982078969478607,0.49380025267601013
0.5053763389587402,0.5008363723754883
0.4050179123878479,0.5078713893890381
0.4372759759426117,0.409314900636673
0.3870967626571655,0.44100263714790344
0.3584229350090027,0.39171233773231506
0.29032257199287415,0.3635561764240265
0.29749104380607605,0.2967616021633148
0.3476702570915222,0.30378565192222595
0.3727598488330841,0.35300135612487793
0.40143370628356934,0.3776327073574066
0.39426523447036743,0.4057941734790802
0.3978494703769684,0.3987530469894409
0.4301075339317322,0.4022735357284546
0.4121863842010498,0.43396100401878357
0.4050179123878479,0.4163564145565033
0.3978494703769684,0.409314900636673
0.4229390621185303,0.4022735357284546
0.4193548262119293,0.4269191324710846
0.40860214829444885,0.4233982264995575
0.43369176983833313,0.41283562779426575
0.44802868366241455,0.4374818503856659
0.4121863842010498,0.4515646994113922
0.38351255655288696,0.4163564145565033
0.3727598488330841,0.38819220662117004
0.37634408473968506,0.3776327073574066
0.4050179123878479,0.3811523914337158
0.40143370628356934,0.409314900636673
0.3727598488330841,0.4057941734790802
0.3584229350090027,0.3776327073574066
0.3584229350090027,0.3635561764240265
0.4121863842010498,0.3635561764240265
0.5089605450630188,0.4163564145565033
0.4838709533214569,0.5113884210586548
0.4372759759426117,0.48676297068595886
0.44802868366241455,0.44100263714790344
0.4767025113105774,0.4515646994113922
0.4695340394973755,0.4797247648239136
0.48028674721717834,0.47268569469451904
0.45519712567329407,0.48324403166770935
0.519713282585144,0.4586055874824524
0.5878136157989502,0.5219374299049377
0.6129032373428345,0.588652491569519
0.6057347655296326,0.6131781339645386
0.6415770649909973,0.6061742305755615
0.6344085931777954,0.6411623954772949
0.616487443447113,0.6341711282730103
0.6200717091560364,0.6166788339614868
0.6379928588867188,0.6201789379119873
0.616487443447113,0.6376672983169556
0.6594982147216797,0.6166788339614868
0.7419354915618896,0.6586253046989441
0.6917562484741211,0.7386319041252136
0.616487443447113,0.6899993419647217
0.616487443447113,0.6166788339614868
0.6379928588867188,0.6166788339614868
0.6523297429084778,0.6376672983169556
0.6594982147216797,0.6516428589820862
0.7240143418312073,0.6586253046989441
0.6881720423698425,0.7212889194488525
0.6379928588867188,0.6865174174308777
0.6200717091560364,0.6376672983169556
0.6415770649909973,0.6201789379119873
0.6559139490127563,0.6411623954772949
0.6415770649909973,0.6551344990730286
0.6200717091560364,0.6411623954772949
0.6129032373428345,0.6201789379119873
0.5913978219032288,0.6131781339645386
0.6272401213645935,0.5921581983566284
0.5483871102333069,0.6271766424179077
0.4838709533214569,0.5500502586364746
0.4910394251346588,0.48676297068595886
0.48028674721717834,0.49380025267601013
0.4265232980251312,0.48324403166770935
0.46236559748649597,0.4304400384426117
0.4767025113105774,0.46564599871635437
0.44086021184921265,0.4797247648239136
0.4372759759426117,0.4445233643054962
0.41577062010765076,0.44100263714790344
0.44802868366241455,0.4198773503303528
0.44086021184921265,0.4515646994113922
0.41577062010765076,0.4445233643054962
0.40860214829444885,0.4198773503303528
0.4301075339317322,0.41283562779426575
0.4516128897666931,0.43396100401878357
0.43369176983833313,0.4550851285457611
0.4910394251346588,0.4374818503856659
0.5125448107719421,0.49380025267601013
0.5232974886894226,0.5149050951004028
0.5770609378814697,0.5254529714584351
0.5304659605026245,0.5781316161155701
0.5949820876121521,0.532482922077179
0.6129032373428345,0.5956632494926453
0.6272401213645935,0.6131781339645386
0.602150559425354,0.6271766424179077
0.6129032373428345,0.6026713252067566
0.5949820876121521,0.6131781339645386
0.5842294096946716,0.5956632494926453
0.5842294096946716,0.5851461887359619
0.6308243870735168,0.5851461887359619
0.6093189716339111,0.6306743621826172
0.616487443447113,0.6096765398979187
0.6594982147216797,0.6166788339614868
0.6594982147216797,0.6586253046989441
0.6810035705566406,0.6586253046989441
0.6953405141830444,0.679550290107727
0.7096773982048035,0.693480372428894
0.6666666865348816,0.7073935270309448
0.7311828136444092,0.6656041145324707
0.7419354915618896,0.7282297611236572
0.781361997127533,0.7386319041252136
0.7275985479354858,0.7766760587692261
0.7240143418312073,0.7247599363327026
0.6738350987434387,0.7212889194488525
0.6810035705566406,0.6725791692733765
0.6917562484741211,0.679550290107727
0.7204301357269287,0.6899993419647217
0.7526881694793701,0.7178168296813965
0.7060931921005249,0.7490230798721313
0.6917562484741211,0.7039169073104858
0.7168458700180054,0.6899993419647217
0.5770609378814697,0.7143434882164001
0.5698924660682678,0.5781316161155701
0.5555555820465088,0.5711145997047424
0.541218638420105,0.5570738315582275
0.5483871102333069,0.5430247187614441
0.541218638420105,0.5500502586364746
0.5304659605026245,0.5430247187614441
0.5519713163375854,0.532482922077179
0.5340501666069031,0.5535622835159302
0.541218638420105,0.5359972715377808
0.5125448107719421,0.5430247187614441
0.5627239942550659,0.5149050951004028
0.5555555820465088,0.5640952587127686
0.5627239942550659,0.5570738315582275
0.541218638420105,0.5640952587127686
0.5376344323158264,0.5430247187614441
0.5268816947937012,0.5395112633705139
0.541218638420105,0.528968095779419
0.5448028445243835,0.5430247187614441
0.5268816947937012,0.5465376377105713
0.5483871102333069,0.528968095779419
0.6200717091560364,0.5500502586364746
0.6093189716339111,0.6201789379119873
0.6093189716339111,0.6096765398979187
0.6594982147216797,0.6096765398979187
0.616487443447113,0.6586253046989441
0.6917562484741211,0.6166788339614868
